BoxOffice,DVD,Production,Website,actors,awards,country,director,genre,imdbID,imdbRating,imdbVotes,language,metascore,plot,poster,rated,released,runtime,title,tomatoConsensus,tomatoFresh,tomatoImage,tomatoMeter,tomatoRating,tomatoReviews,tomatoRotten,tomatoUserMeter,tomatoUserRating,tomatoUserReviews,type,writer,year
N/A,24-Mar-15,Universal Pictures,http://www.unbrokenfilm.com/,"Jack O'Connell, Domhnall Gleeson, Garrett Hedlund, Takamasa Ishihara",Nominated for 3 Oscars. Another 10 wins & 26 nominations.,USA,Angelina Jolie,"Biography, Drama, Sport",tt1809398,7.2,"60,338","English, Japanese, Italian",59,"The life of Louis Zamperini, an Olympic athlete who joined the armed forces during the second world war. Only to be captured by the Japanese navy after a plane crash in the Pacific. During his capture, Louie must continue his fight by surviving through the war.",http://ia.media-imdb.com/images/M/MV5BMTY3ODg2OTgyOF5BMl5BanBnXkFtZTgwODk1OTAwMzE@._V1_SX300.jpg,PG-13,25-Dec-14,137 min,Unbroken,"Unbroken is undoubtedly well-intentioned, but it hits a few too many of the expected prestige-pic beats to register as strongly as it should.",99,rotten,51,6,194,95,71,3.8,49232,movie,"Joel Coen (screenplay), Ethan Coen (screenplay), Richard LaGravenese (screenplay), William Nicholson (screenplay), Laura Hillenbrand (book)",2014
$83.0M,19-May-09,MGM,http://valkyrie.unitedartists.com/,"Tom Cruise, Kenneth Branagh, Bill Nighy, Tom Wilkinson",2 wins & 11 nominations.,"USA, Germany",Bryan Singer,"Drama, Thriller, War",tt0985699,7.1,"162,879","English, German",56,"In Nazi Germany during World War II, as the tide turned in favor of The Allies, a cadre of senior German officers and politicians desperately plot to topple the Nazi regime before the nation is crushed in a near-inevitable defeat. To this end, Colonel Claus von Stauffenberg, an Army officer convinced he must save Germany from Hitler, is recruited to mastermind a real plan. To do so, he arranges for the internal emergency measure, Operation: Valkyrie, to be changed to enable his fellows to seize control of Berlin after the assassination of the Fuhrer. However, even as the plan is put into action, a combination of bad luck and human failings conspire on their own to create a tragedy that would prolong the greater one gripping Europe.",http://ia.media-imdb.com/images/M/MV5BMTg3Njc2ODEyN15BMl5BanBnXkFtZTcwNTAwMzc3NA@@._V1_SX300.jpg,PG-13,25-Dec-08,121 min,Valkyrie,"Given the subject matter, Valkyrie could have been an outstanding historical thriller, but settles for being a mildly entertaining, but disposable yarn.",119,fresh,62,6.1,193,74,65,3.4,238356,movie,"Christopher McQuarrie, Nathan Alexander",2008
N/A,N/A,N/A,N/A,"Willeke van Ammelrooy, Jim Bakkum, Rick Engelkes, Kim Feenstra",4 nominations.,Netherlands,Johan Nijenhuis,"Comedy, Romance",tt2388805,4.8,"1,573",Dutch,N/A,A vacation to Ibiza with a lot of parties. A part of a family lives on the island and the rest is visiting and that causes a lot of drama.,http://ia.media-imdb.com/images/M/MV5BNDY3NDYwODQxMl5BMl5BanBnXkFtZTcwODIwNTQ5OA@@._V1_SX300.jpg,N/A,31-Jan-13,112 min,Verliefd op Ibiza,N/A,N/A,N/A,N/A,N/A,N/A,38,2.7,2.6,17,movie,"Tijs van Marle, Anne-Louise Verboon, Maarten Lebens, Hilda van der Meulen (developed by), Dick Bouquet (additional material)",2013
$119.3M,28-Feb-06,20th Century Fox,http://www.walkthelinethemovie.com/,"Joaquin Phoenix, Reese Witherspoon, Ginnifer Goodwin, Robert Patrick",Won 1 Oscar. Another 43 wins & 33 nominations.,"USA, Germany",James Mangold,"Biography, Drama, Music",tt0358273,7.9,"174,002","English, Russian",72,"While growing up in the Great Depression era, Johnny Cash takes an interest in music and eventually moves out of his Arkansas town to join the air force in Germany. While there, he buys his first guitar and writes his own music, and proposes to Vivian. When they got married, they settled in Tennessee and with a daughter, he supported the family by being a salesman. He discovers a man who can pursue his dreams and ends up getting a record with the boys. Shortly after that, he was on a short tour, promoting his songs, and meets the already famous and beautiful June Carter. Then as they get on the long-term tours with June, the boys, and Jerry Lee Lewis, they have this unspoken relationship that grows. But when June leaves the tour because of his behavior, he was a drug addict. His marriage was also falling apart, and when he sees June years later at an awards show, he forces June to tour with them again, promising June to support her two kids and herself. While the tour goes on, the relationship between June and John grow more,and his marriage to his first wife ends. June finds out about the drugs, and help him overcome it. True love and care helped John eventually stop the drug usage, and finally proposes to her in front of an audience at a show.",http://ia.media-imdb.com/images/M/MV5BMjIyOTU3MjUxOF5BMl5BanBnXkFtZTcwMTQ0NjYzMw@@._V1_SX300.jpg,PG-13,18-Nov-05,136 min,Walk the Line,Superior acting and authentic crooning capture the emotional subtleties of the legend of Johnny Cash and his inevitable downfall with a freshness that is a pleasure to watch.,168,certified,82,7.2,204,36,90,3.9,543942,movie,"Johnny Cash (book), Johnny Cash (book), Gill Dennis, James Mangold",2005
$13.7M,20-Dec-11,Lionsgate,http://www.WarriorFilm.com,"Joel Edgerton, Tom Hardy, Nick Nolte, Jennifer Morrison",Nominated for 1 Oscar. Another 3 wins & 15 nominations.,USA,Gavin O'Connor,"Drama, Sport",tt1291584,8.2,"273,554","English, Spanish",71,"Two brothers face the fight of a lifetime - and the wreckage of their broken family - within the brutal, high-stakes world of Mixed Martial Arts (MMA) fighting in Lionsgate's action/drama, WARRIOR. An ex-Marine haunted by a tragic past, Tommy Riordan returns to his hometown of Pittsburgh and enlists his father, a recovered alcoholic and his former coach, to train him for an MMA tournament awarding the biggest purse in the history of the sport. As Tommy blazes a violent path towards the title prize, his brother, Brendan, a former MMA fighter unable to make ends meet as a public school teacher, returns to the amateur ring to provide for his family. Even though years have passed, recriminations and past betrayals keep Brendan bitterly estranged from both Tommy and his father. But when Brendan's unlikely rise as an underdog sets him on a collision course with Tommy, the two brothers must finally confront the forces that tore them apart, all the while waging the most intense, winner-takes-all battle of their lives.",http://ia.media-imdb.com/images/M/MV5BMTk4ODk5MTMyNV5BMl5BanBnXkFtZTcwMDMyNTg0Ng@@._V1_SX300.jpg,PG-13,9-Sep-11,140 min,Warrior,"Warrior relies on many of the cliches that critics of the genre love to mock -- and it transcends them with gripping action, powerful acting, and heart.",145,certified,83,7.3,175,30,92,4.3,55769,movie,"Gavin O'Connor (screenplay), Anthony Tambakis (screenplay), Cliff Dorfman (screenplay), Gavin O'Connor (story), Cliff Dorfman (story)",2011
$0.1M,21-Nov-06,First Look Pictures,http://www.wassuprockers.net/,"Jonathan Velasquez, Francisco Pedrasa, Milton Velasquez, Usvaldo Panameno",N/A,USA,Larry Clark,"Comedy, Drama",tt0413466,6,"3,889","Spanish, English",56,"Instead of adhering to the norms of their South Central neighborhood, a group of skater boys opt to bus into Hollywood and Beverly Hills, where they attract local rich girls - and plenty of trouble with the police, jealous boyfriends, and nervous parents.",http://ia.media-imdb.com/images/M/MV5BMTIzNzAyMTA0Nl5BMl5BanBnXkFtZTcwMTYxNDczMQ@@._V1_SX300.jpg,R,5-Apr-06,111 min,Wassup Rockers,"As usual with Clark's films, the fixation on kids is rather creepy, plus the plot eventually runs off the rails into camp.",19,rotten,36,5.3,53,34,64,3.4,8651,movie,"Larry Clark (screenplay), Larry Clark (story), Matthew Frost (story)",2005
$107.5M,21-Jul-09,Warner Bros. Pictures,http://www.watchmenmovie.com/,"Malin Akerman, Billy Crudup, Matthew Goode, Jackie Earle Haley",7 wins & 12 nominations.,USA,Zack Snyder,"Action, Mystery, Sci-Fi",tt0409459,7.6,"341,180",English,56,"In a gritty and alternate 1985 the glory days of costumed vigilantes have been brought to a close by a government crackdown, but after one of the masked veterans is brutally murdered an investigation into the killer is initiated. The reunited heroes set out to prevent their own destruction, but in doing so discover a deeper and far more diabolical plot.",http://ia.media-imdb.com/images/M/MV5BMTc0NjI2OTYxMF5BMl5BanBnXkFtZTcwMTcxMjkyMg@@._V1_SX300.jpg,R,6-Mar-09,162 min,Watchmen,"Gritty and visually striking, Watchmen is a faithful adaptation of Alan Moore's graphic novel, but its complex narrative structure may make it difficult for it to appeal to viewers not already familiar with the source material.",190,fresh,65,6.3,294,104,70,3.4,1052544,movie,"David Hayter (screenplay), Alex Tse (screenplay), Dave Gibbons (graphic novel illustrator)",2009
N/A,8-Jan-02,USA Films,http://www.wethotamericansummer.com,"Janeane Garofalo, David Hyde Pierce, Michael Showalter, Marguerite Moreau",1 nomination.,USA,David Wain,"Comedy, Romance",tt0243655,6.7,"23,293",English,42,"The setting is Camp Firewood, the year 1981. It's the last day before everyone goes back to the real world, but there's still a summer's worth of unfinished business to resolve. At the center of the action is camp director Beth, who struggles to keep order while she falls in love with the local astrophysics professor. He is busy trying to save the camp from a deadly piece of NASA's Skylab which is hurtling toward earth. All that, plus: a dangerous waterfall rescue, love triangles, misfits, cool kids, and talking vegetable cans. The questions will all be resolved, of course, at the big talent show at the end of the day.",http://ia.media-imdb.com/images/M/MV5BMTc3NTMzNzU0Nl5BMl5BanBnXkFtZTYwMzA4Mzc5._V1_SX300.jpg,R,11-Apr-02,97 min,Wet Hot American Summer,"As comedy, Wet Hot American Summer is a slapdash, fragmented affair that misses more often than hits. As parody, it fails because it attempts to satirize something ridiculous and self-parodying in itself.",21,rotten,31,4.4,67,46,80,3.7,37726,movie,"Michael Showalter, David Wain",2001
$3.3M,20-Jul-15,Paladin Pictures,http://whatwedointheshadows.com/,"Jemaine Clement, Taika Waititi, Jonathan Brugh, Cori Gonzalez-Macuer",11 wins & 7 nominations.,"New Zealand, USA","Jemaine Clement, Taika Waititi","Comedy, Horror",tt3416742,7.6,"27,019","English, German",75,"Follow the lives of Viago (Taika Waititi), Deacon (Jonathan Brugh), and Vladislav (Jemaine Clement) - three flatmates who are just trying to get by and overcome life's obstacles-like being immortal vampires who must feast on human blood. Hundreds of years old, the vampires are finding that beyond sunlight catastrophes, hitting the main artery, and not being able to get a sense of their wardrobe without a reflection-modern society has them struggling with the mundane like paying rent, keeping up with the chore wheel, trying to get into nightclubs, and overcoming flatmate conflicts.",http://ia.media-imdb.com/images/M/MV5BMjAwNDA5NzEwM15BMl5BanBnXkFtZTgwMTA1MDUyNDE@._V1_SX300.jpg,R,13-Feb-15,86 min,What We Do in the Shadows,"Smarter, fresher, and funnier than a modern vampire movie has any right to be, What We Do in the Shadows is bloody good fun.",114,certified,96,7.8,119,5,88,4.1,15727,movie,"Jemaine Clement, Taika Waititi",2014
N/A,24-Feb-15,Sony Pictures Classics,http://sonyclassics.com/whiplash/,"Miles Teller, J.K. Simmons, Paul Reiser, Melissa Benoist",Won 3 Oscars. Another 82 wins & 87 nominations.,USA,Damien Chazelle,"Drama, Music",tt2582802,8.6,"208,549",English,88,"A young and talented drummer attending a prestigious music academy finds himself under the wing of the most respected professor at the school, one who does not hold back on abuse towards his students. The two form an odd relationship as the student wants to achieve greatness, and the professor pushes him.",http://ia.media-imdb.com/images/M/MV5BMTU4OTQ3MDUyMV5BMl5BanBnXkFtZTgwOTA2MjU0MjE@._V1_SX300.jpg,R,15-Oct-14,107 min,Whiplash,"Intense, inspiring, and well-acted, Whiplash is a brilliant sophomore effort from director Damien Chazelle and a riveting vehicle for stars J.K. Simmons and Miles Teller.",229,certified,95,8.6,241,12,95,4.5,56510,movie,Damien Chazelle,2014
N/A,28-Sep-99,Buena Vista Distribution Compa,N/A,"Bob Hoskins, Christopher Lloyd, Joanna Cassidy, Charles Fleischer",Won 3 Oscars. Another 19 wins & 21 nominations.,USA,Robert Zemeckis,"Animation, Comedy, Crime",tt0096438,7.7,"121,975",English,83,"'Toon star Roger is worried that his wife Jessica is playing pattycake with someone else, so the studio hires detective Eddie Valiant to snoop on her. But the stakes are quickly raised when Marvin Acme is found dead and Roger is the prime suspect. Groundbreaking interaction between the live and animated characters, and lots of references to classic animation.",http://ia.media-imdb.com/images/M/MV5BMTgxOTE1NjA0OV5BMl5BanBnXkFtZTcwODM3MTYxMQ@@._V1_SX300.jpg,PG,22-Jun-88,104 min,Who Framed Roger Rabbit,"Who Framed Roger Rabbit? is an innovative and entertaining film that features a groundbreaking mix of live action and animation, with a touching and original story to boot.",59,certified,98,8.4,60,1,84,3.5,439952,movie,"Gary K. Wolf (novel), Jeffrey Price (screenplay), Peter S. Seaman (screenplay)",1988
$3.6M,28-Oct-14,Focus Features,http://www.wishiwasheremovie.com/,"Zach Braff, Pierce Gagnon, Kate Hudson, Joey King",2 nominations.,USA,Zach Braff,"Comedy, Drama",tt2870708,6.7,"20,263",English,43,"'Wish I Was Here' is the story of Aidan Bloom, a struggling actor, father and husband, who at 35 is still trying to find his identity; a purpose for his life. He winds up trying to home school his two children when his father can no longer afford to pay for private education and the only available public school is on its last legs. Through teaching them about life his way, Aidan gradually discovers some of the parts of himself he couldn't find.",http://ia.media-imdb.com/images/M/MV5BMjI1MTM5NTY2Nl5BMl5BanBnXkFtZTgwODE4OTk4MTE@._V1_SX300.jpg,R,25-Jul-14,106 min,Wish I Was Here,"There's no denying Wish I Was Here is heartfelt, but it covers narrative ground that's already been well trod -- particularly by director Zach Braff's previous features.",52,rotten,46,5.3,113,61,62,3.5,16799,movie,"Adam J. Braff, Zach Braff",2014
$233.9M,14-Oct-14,20th Century Fox,http://www.x-menmovies.com/,"Hugh Jackman, James McAvoy, Michael Fassbender, Jennifer Lawrence",Nominated for 1 Oscar. Another 7 wins & 33 nominations.,"USA, UK",Bryan Singer,"Action, Adventure, Sci-Fi",tt1877832,8.1,"388,319","English, Vietnamese, French",74,"Sentinels, robots that were created for the purpose of hunting down mutants were released in 1973. 50 years later the Sentinels would also hunt humans who aid mutants. Charles Xavier and his X-Men try their best to deal with the Sentinels but they are able to adapt and deal with all mutant abilities. Charles decides to go back in time and change things. He asks Kitty Pryde who can send a person's consciousness into the person's past to send him but she can only send someone back a few weeks because if she sends someone back further it could harm them. So Logan decides to go back himself because he might be able to withstand it. So Charles tells him that it's Mystique who's responsible because when she learned about the Sentinels she sought out Bolivar Trask the man who created them and killed him. She would be caught and studied and her ability to change was somehow added to the Sentinels which is why they can adapt. Logan must go to the younger Charles and ask him to help; problem is that he was despondent at that time and without his powers because he took a drug which allows him to walk but takes away his powers. Logan is also told to find Magneto.",http://ia.media-imdb.com/images/M/MV5BMjEwMDk2NzY4MF5BMl5BanBnXkFtZTgwNTY2OTcwMDE@._V1_SX300.jpg,PG-13,23-May-14,131 min,X-Men: Days of Future Past,X-Men: Days of Future Past combines the best elements of the series to produce a satisfyingly fast-paced outing that ranks among the franchise's finest installments.,233,certified,91,7.6,255,22,92,4.3,268839,movie,"Simon Kinberg (screenplay), Jane Goldman (story), Simon Kinberg (story), Matthew Vaughn (story)",2014
